,review,label
226, Kesinlikle Harika ürün. Satıcıya teşekkür ediyorum.🤗 ,pozitif
227, Çok iyi bir bilgisayar gayet hızlı ve kullanışlı teşekkür ederim ,pozitif
228, Ürünü kullanalı 1 gün oldu ben ekranıma bağladım şuanlık memnunum ısınmasorunu yok hızı da gayet iyi fiyatına göre alabileceğiniz en iyi bilgisayar ,pozitif
229, 8500 tlye aldım ilk başta ekran kartını göremedi bilgisayar kuzenimsağolsun bişler yaptı düzeltti kasma oluyodu düzeltmeden önce şuan birsıkıntı yok ekranı tt panel olduğundan dolayı aşırı iyi değil ama 8.500için yeterli ,nötr
230, Programlar yüklü değil bu üzücü yüklemeye 350 tl para verdim ayrı amaürün güzel sorunsuz geldi ses sevıyesı çok güzel ekran kalıtesı kamerasıhızlı sorunsuz kargo ,nötr
231, güzel bir ürün ,pozitif
232, Tam bir f/p ürünü ders videoları izlemek için aldim  biraz yavaş ama bufiyata çok fazla bir şey beklememek lazim ofis işlerine fazla bilewindowsu max 1 saatte kurarsınız ,pozitif
233," Gayet güzel bir ürün, değerlendirme yaparken fiyat baz alınarakyapılmalı. Gerçekten iyi ürün, ancak ekranı yetersiz. Bu fiyatlar içinçok iyi. ",pozitif
234, Şarjı hızlı bitiyor ekran kalitesi idare eder ortalama oyunlarıoynarsınız ama ,nötr
235, Ürün gayet güzel ofice ve normal kullanım için güzel cihaz ,pozitif
236, alınır uygun ,pozitif
237, Güzel ama daha iyi spekli ürün bulunca iade ettim ,pozitif
238, Çok güzel incecek hafif ,pozitif
239, şarjı 1 saat bile gitmiyor ve aşırı ısınıyor onun dışında güzel beğendim ,nötr
240, guzel ama ses kisik geliyor ,nötr
241, şuan fiyatı baya artmış biraz daha verip daha iyisini alabilirsinizgenel olarak sevdim ama bazı konularda çok yavaş bı bilgisayar çabukısınıyor ama aynı zamanda ısındığı zaman soğutmaya da başlıyor bı diğerkötü yanı da yüksek kalitede bişey izlerken 5 sn de bir donma yapıyorkaliteyi düşürerek izliyorum öylede bulanık oluyor okul için tavsiyeedebileceğim bı ürün onun dışında düşük kaliteli oyunlarda bile ara arakasma yapıyor ,nötr
242, _Sandığınızdan daha büyük yani Notebook vibe' i vermiyor kocaman bir şey2: çok fazla ısınıyor 3: Windowsu kurulu olmadan geliyor 4 şarjı çok çokhızlı bitiyor 7 saat flan dedi de 1 saat bile dayanmadı ,negatif
243, İlanda ne yazıyorsa o geldi windows 10 kurdum gayet güzel paketlemesivardı gönderici sabah 9da kargoya vermiş helal olsun ama kargo şirketigeç gönderdi firma sahibine teşekkür ederim bu engelli kardeşinizi mutluetsiniz Allah razı olsun sizden ,pozitif
244, Fiyatına göre alınabilecek en iyi leptop. Ben kendi basıma kuramadımyardım aldım. Kurması biraz uğrastırdı fakat isleyisi çok iyi vizelerevs çalışmak için aldım. Ev ve ofis için uygun. ,pozitif
245," çok hızlı kargoya verildi , paketleme çok iyiydi ",pozitif
246, kargo çok hızlıydı Windows 11 yüklü gelmiyor kendiniz yüklüyorsunuzsağlam bir şekilde kargolanmıştı ,pozitif
247, Gayet hizli geldi  ve guzel paketlenmis ,pozitif
248, Hayırlı günler eşim geçen ay lenova laptop aldı windows degilmiş geriiade edip windows olandan alsak hiç kullanılmadı ,nötr
249, Ürünümün faturası gözükmüyor mesaj attım satıcıya dönüş yapılmadı ricaetsem tekrar ürümün faturasını atarmısınız ,negatif
250, gayet güzel hafif sesi güzel ekran güzel sadece şarj erken bitiyorpaketlenmesi gayet iyiydi ,pozitif
251, ürün elime geldi sıkıntı yok fakat vergi indirimi için aldım  almadanönce müşteri hizmetleri ile konuştum ve fatura vergi indirimi içinsorunsuzdur dediler ama faturaya kargo bedeli baslığı ile yeni bi ürüneklemişler ve bu yüzden gsbbiz e  başvuru yaptığımda faturada ikinci birürün gözüktüğünden  vergi indiriminden yararlanamıyorum yetkili mecranın yardım etmesini umuyorum ,pozitif
252, kutu eksiksiz evraklarıyla geldi ,pozitif
253, eğer vergi indiriminden yararlanmak için alıyorsanız almayın faturayıdüzenleyicez diyolar ama düzenlemiyolar ben iade ediyorum ,negatif
254, Ürüne bios şifresi koymuşlar Windows bu yüzden yuklenilmiyor lutfen banaulasin şifreyi verin cimere sikayet edicem tüketici haklarına sikayetedicem anneme aldım annem hasta kadin ağlıyor lenova teknik servisianakart değişmeli dedi sizin koyduğunuz şifre yüzünden bilgisayarciyagötürdük aynı şekilde oda öyle diyor bios şifresi konulmuş demekki busize iade edilmiş iade eden kişide bios şifresi koymus  bunu lütfen duzeltin ,negatif
255, böyle Bi sorunla karşılaştım ne yapmam gerekiyor ,negatif
256, Ürün kargoda zarar görmüş boya çizilmiş vindows kurulu degil ,negatif
257, Ürün aşırı kötü hemen ısınıyor üstelik ekranda çizgiler gidip geliyoracil iade asla tavsiye etmiyorum paranıza yazık ,negatif
258, Ürünü öğrenciye teknolojik destek kapsamında aldım. Vergi indirimindenyararlanabilmek için faturada ürünü alan öğrencinin TC nosu yazılmasıgerekiyor. Ürünü almadan önce Trendyol asistanla bu konuyu özelliklekonuştum ve istediğim şekilde faturanın kesileceğini söylediler amamalesef faturada TC kısmına 111111111 yazılmıştı. Ürünü hiç açmadan iadetalebi oluşturdum. Öğrenci vergi indirimli bilgisayar almak isteyenlerdikkat etsin yoksa vergi iadesi alamassınız ,nötr
259," görüntü kalitesi, biraz düşük ses seviyesi de düşük onun dışında suanlikbaşka bir problem yok ",nötr
260, Laptop aldığımda içerisinden vida sesi geliyordu iade talep ettim kabuledilmedi kullanıcı hatası denerek 11481tl tamir ücretiyle tarafıma iade edildi. ,negatif
261, ürünü aldım ama sonra iade ettim slimpad aldım bu da güzel ama bu ryzen3 diğeri ryzen 5,nötr
262,08.04.2024: Çok beğendim. İşletim sistemi kurulu olsaydı daha güzel bir jest olurdu. ,pozitif
263," 22.03.2024: Ürün süper , çok memnun kaldım. ",pozitif
264," 15.03.2024: Ürün iyi , satıcı iyi , fiyat iyi . Daha ne olsun ",pozitif
265, 19.02.2024: Tek 16 gb olsaydı daha guzel olurdu onun harivinde basarili,pozitif
266,"3 günde sorunsuz elime ulaştı, teşekkür ediyorum. Şimdilik sorunsuz kullanıyorum ",pozitif
267, Hızlı bi işlemcisi var oyun da oynuyoruz ofis için de kullanıyoruz.Kocam başından kalkmıyor ama en azından benim de kafam rahat ediyor ,pozitif
268, Ürün gayet iyi 8 gb ram ilave yaptım ,pozitif
269," Öncelikle kargo çok iyiydi. Kocaman kutunun içinde sapasağlam şekildeelime ulaştı. Bilgisayarı kutusundan çıkardım ve acayip kaliteli vedokusu hoş bir şeyle karşılaştım. Ekran sallanması var diyorlar fakatabaratıldığı kadar yok, ben hiç rahatsız olmadım. Windows 11 kurdum vetüm driverleri kendi otomatik olarak kurdu. Bana sadece ekran kartıdriverini kurmak kaldı. Batarya konusunda dün akşam 9’da şarjı 100 ikençıkardım ve gece 12’ye kadar aktif bir şekilde normal olarak kullandım.Yani gerekli programları vs kurdum ve sadece %50 düşüş yaşadım. Diğersigün bilgisayarı açtığımda %49 şarjı vardı ve %25 olana kadar toplam5-5.30 saat ekran süresi verdi ve bence gayet iyi. Ardından hemen +8GBRam eklemesi yaptım ve cihaz acayip rahatladı. Boşta %50-55 arasıkullanılan ram miktarı %20-25’e düştü. Birebir aynısı olmasına dikkatedin. Kasayı kendin açtığında cihaza zarar vermediğiniz sürece garantidışı kalmıyor. Kasanın vidalarını söktükten sonra bir kart yardımıylaçok dikkatli bir şekilde tırnakları açmanız lazım. Çok dikkatli vesabırlı olmalısınız çünkü baya uğraştırdı. Tek kusuru bazen hoparlördecızırtı oluyor driverlarla çözülür sanırım. İşlemci 60 derece olmadıkçabilgisayar fan çalıştırmıyor.   Özet olarak bilgisayar gayet sağlam vepremium hissettiriyor. Ekran parlaklığı yeterli, ekran sallantısıabartıldığı kadar yok. Fan sesi işlemciyi yormadıkça 0 (sıfır). Bengayet memnunum henüz oyun testi yapmadığım için yazamayacağım. Alanarkadaşlara hayırlı olsun. ",pozitif
270, kampanyalı fiyatiba göre cok iyi 16 inç olmasida.. ,pozitif
271, Uzun araştırmalar sonucu bu cihazı aldım win 11 kurdum sürücülerigüncelledim herseyi eksiksiz sorunsuz çalışıyor. Sadece ders çalıştığımicin ram yükseltmedim işimi fazlasıyla görüyor ekstra ram slotubulunmakta klavye rgb değil fakat aydınlatmalı gayet başarılı  ekrankartı rtx3050ti  75w   ekran  parlaklığını sürekli sonda kullanıyorumşarjı tahminimce 4-5 saat gidiyor  200w sarj aleti ile baya hızlıdoluyor  henüz oyun oynamadım fan sesi nasıl bilmiyorum ama normalşartlarda sessiz bir cihaz . Ders çalışırım  arada oyun oynarım dersenizişinizi fazlasıyla  görür sadece oyun oynayacaksanız  bu modelin en azrtx3060 ekran kartlı olan modellerini tercih edebilirsiniz ,pozitif
272, GUZEL URUN HİZLİ TESLİMAT ,pozitif
273, Çok güzel bi bilgisayar her şeyiyle memnunum ,pozitif
274, Ürünü aldım ETS 2 de 130-140 fps alıyorum ekran kartı güncellemesindensonra 40 fps geçmeye başladı az kalsın iade edecektim sonra ekran kartıgüncellemesini sildim tekrar yükledim düzeldi. Fan sesi biraz fazla oyunoynarken fanların rahat üflemesi gerekiyor laptop soğutucu tarzıyükseltici bişe alırsanız ısınma vs olmuyor. ,nötr
275, Tam F/P ürünü ve hızlı kargo diğer 3050 ti ler gibi 60w değil. ,pozitif
276," 16-E1011NT yerine 500tl daha koyarak 16-E1014NT alınabilir 16gb ram.1-Şık bi tasarıma sahip. 2-Çok şey açık değilken ısınıp ses çıkartmayapmıyor. Oyun vb girildiğinde ise ısınma yapmamak için ses çıkartıyor.Oyundan çıkınca ki ses farkı bariz.  3-Şarj aleti biraz ısınıp kablosuçıkıyor sürekli.  4-İlk başta power düğmesi 2.basışta falan çalışıyordu,yeni olduğu için sanırım 5- 16.1"" olan ekranlar tek elle açılmayıpsallanma yapmıyor denmişti(internette), tek elle açılıp sallanmayapıyor. 6-144Hz olması güzel bir şey. iş/oyun/ev için kullanılabilecekideal bir f/p ürünü. ",nötr
277, Tam bir f/p ürünü. Aldığımız günün sabahına kapımızdaydı inanılmaz hızlıgeldi. Oldukça güzel paketlenmişti teşekkür ederiiz 🌸 ,pozitif
278, kargo hizli geldi bilgisayarda muhtesem ,pozitif
279," Başta soru işaretlerim vardı fakat sorunsuz sıkıntısız bir bilgisayar,rgb ışıklandırmaları yok efendi duruyor, trendyol çok hızlı gönderdicumartesi sipariş ettim pazartesi elime ulaştı. ",pozitif
280, ürün geldi elime çok hızlı ulaştı teşekkürler geldi cs atiyom ,pozitif
281," Ürünü zaten araştırmalar sonucunda aldım, iyikide almışım, performansçok iyi paketleme güzeldi ",pozitif
282, Siparişim 2 günde geldi kargolaması güzeldi hiç bi sıkıntı olmadan geldi teşekkür ,pozitif
283, ekran da 2 adet beyaz leke oluştu 2 2.5 ay oldu alalı ,negatif
284, 17.02.2024 te aldığım bilgisayarın garantisi 25.08.2023 te başlamasınedir? Fotoğraf koyduğumda da yayınlamıyorsunuz ,negatif
285, Arkadaşlar ürün satıcının dediği gibi kesinlikle ekran kartı 120wdeğil!!! 75w. Sırf bu yüzden 1 yıldız veriyorum. Bunlar gibilereyedirecek ekmek yok bizde!!! Satıcı özür dileyene kadar değerlendirmemikesinlikle değiştirmem… ,negatif
286, PC yi açtığımda ekranda bu şekilde ışık dalgası görüntü. değişim talepettim bakalım iade mi olacak yoksa değişim mi . bu kabul edilebilirseviyede bı dalgalanma değil . şu an mağdur oldum,negatif
287,21.09.2024: En güncel amd driver'ını yüklemeyin siyah ekran veriyor yabancı forumlarda bu laptop'u alan kişiler yazmış. Güncellemeden önce internetten sorunun düzelip düzelmediğine bakın. ,nötr
288," 13.09.2024: Makina çok güzel, bence tek sıkıntısı klavyenin sağ tarafında control tuşunun bulunmaması. Diğer herşey çok güzel. Performansı, kullanımı vb. parasını hak ediyor. ",pozitif
289," 14.08.2024: Ürün elime hızlı, sorunsuz bir şekilde geçti. Kargoda herhangi bir ezilme, yırtık yoktu, oldukça sağlamdı.",pozitif
290,Ürün beklediğimden bile şık temiz hızlı kargo ve hediye için teşekkürler ,pozitif
291, Çok güzel ,pozitif
292, çok teşekkür ederim beğendim ,pozitif
293, bu fiyata bu kadar ,pozitif
294, Güzel kesinlikle tavsiye ederim ,pozitif
295, güzel ürün ,pozitif
296, beğendim kullanışlı bir ürün ,pozitif
297," sorunsuz elime ulaştı, kullanınca nasıl olacak merak ediyorum ",pozitif
298, 3750 TL iken aldım fiyat performans olarak çok iyi çok şık ve hızlı. ,pozitif
299, süper ,pozitif
300, Hocam ürün güzel hoş da kurulumunu nasıl yapıcaz? ,pozitif
301, urun guzel gayet basarili ,pozitif
302, beyaz gibi gözüküyor fotoğraf da ama gri renktedir ,nötr
303, İnce hesaptan almayın ilgisizler ,negatif
304, Paketleme çok iyiydi teşekkür ediyorum 👏 ,pozitif
305, ürün güzel satici ilgili özenli paketleme ,pozitif
306, 2 günde geldi sorunsuz incehesap güvencesi 🙏 ,pozitif
307, Ürün gerçekten çok güzel boyutu falan çok iyi fakat ben kurulumunuyapamadım jsjsjsj ,pozitif
308, Kargoya hızlıca verdiğiniz için çook teşekkür ederim.Perşembe siparişverdim cumartesi geldi. Paketlenmesi özenliydi. Jarj aleti birlikte.Kurulumunu  kendiniz yapmanız gerek. Bu uygun fiyata arkadaşlarım datasarımın bu kadar zarif olmasına şaşırdı. Bayağı bakınıp bu civardaalınabilecek en iyi laptop olduğuna karar getirmiştik. Tam da umduğumgibi geldi. ,pozitif
309, urun hen elime ulaştı ama satıcının bana ulaşmasını rica ediyorum buürün kullanılmış mi acaba daha paketi simdi actim böyle bir çizik lekebar pc de,negatif
310,03.06.2022: İhtiyaçları fazlası ile görüyor. fiyat performans ürünü. ofis uygulamaları ve orta seviye cad uygulamaları için satın aldım. ,pozitif
311, 18.06.2021: evet kesinlikle güzel,pozitif
312,Hızlı kargolama.. 1 günde elime ulaştı.. ürünü seri numarasından Huaweide sorgulattım her şey söylenildiği gibi Türkiye garantili.. henüzkurmadim bi problem çıkarsa tekrar gonderimi guncellerim ,nötr
313, Anlatıldığı gibi dokunmatik ekran i5 işlemci 8gb/512gb w11 ile yüklügeliyor bence başarılı ve estetik kamera tuşlara gömülü ilginç birtaşarım olmuş ben beğendim ,pozitif
314, Ürün gayet kaliteli. 7 ay önce aldım ve çok memnunum. ,pozitif
315, kullanışlı ve hızlı kargo ,pozitif
316, Ürün oldukça şık bir tasarıma sahip. Mac book alacak paranız çıkmıyorsave mac book tarzı bir bilgisayar arıyorsanız kesinlikle tavsiye ederim.Touchpad kısa yolları bile mac book ile hemen hemen aynı şekilde. Bençok beğendim. Ayrıca üründe chicklet klavye yok diye yazıyor ama aldığımbu modelde klavye chicklet klavye. ,pozitif
317, Çok çok memnun kaldım emeği geçenlere teşekkürler Bu fiyata alınabileceken iyi laptop ekran kalitesi on ,pozitif
318, Hızlı kargo güzel ,pozitif
319, Yaklaşık bir haftadır kullanıyorum. Gerçekten hafif bir cihaz. Alüminyumkasa kalite hissi veriyor ve aynı zamanda cihazın ısınmamasını sağlıyor.Cihaz kasa yapısı sayesinde serin çalışıyor. İhtiyaç duymadıkça (yoğuniş yapmadığı sürece) fan dahi açmıyor. Fanları çalıştığında ise duymakiçin özellikle dinlemek gerekiyor. Şarjı tatmin edecek kadar dayanıyor.Sürekli video izleme ile 3-4 saat kadar gideceğini tahmin ediyorum bukadar süre ile video izlemediğim için net bir rakam veremiyorum. Ekrankalitesi iyi. Ses çıkışı boyutuna göre kuvvetli. Klavye kullanım hissigüzel. Windows ilk açılışta kurulmaya başlıyor. Uzun araştırma sonucundaaldığım bu cihazdan kısa süreli de olsa kullanımım sonucunda memnunum.Umarım uzun vadede de üzmez. ,pozitif
320, Çok araştırdım ve karar verdim. 3 4 aydır kullanıyorum. Mükemmeldiyebilirim. Normalde 16 inç kullanıyorum Ama 14 inçe ikna etti beni bucihaz. sadece şu konuda uyarmak istiyorum özelliklerini aldanıp oyunoynayabileceğinizi zannetmeyin Bu cihazda oyun oynamanız çok zor ancakdiğer her türlü işi çok yüksek performansta ve müthiş bir hızlayapabilirsiniz. Ekranı da dokunmatik ve sesi de çok kaliteli. Detayolarak bunaltı söyleyebilirim. ,pozitif
321, Çok begendik küçük hafif olması özellikle dokunmatik ekran çok iyi kızımiçin aldık üniversite ögrencisi beklentilerini fazlasıyla karşılar 👍ayrıca hızlı kargo paketlemede çok iyi ,pozitif
322, Ürün açıklamalarında 15.6 inch ekran yazıyordu.... elime geçen 14 inch ,negatif
323, Ürün on numara ama satıcı için aynı şeyi söyleyemeyeceğim. Bilgisayarınkendi kutusuna kargo etiketini basmış göndermiş. 29bin liralık ürün.İnsanlar 100 liralık ürünü bile bir patpata sarıp gönderiyor. Teknosamağazasına hiç yakışmadı. ,pozitif
324, Ürünün açıklamasında 512gb depolama olanı gelmesi gerekirken bana 120 gbdepolama alanı geldi. Satıcıya söylediğimde ise ürünün tedarikedilemeyeceğini sadece iade alabileceğini söyledi. Ben 22000 e almıştımiki gün içerisinde bilgisayara zam yaparak 26000 e yükseldi ve benimağdur etti. Bu satıcıdan alışveriş yapmayın. ,negatif
325, SATICI YANLIŞ ÜRÜN GÖNDERDİ BENİ MAĞDUR ETTİ GÖRÜNTÜDEKİ CİHAZ DEĞİLDOKUNMATİK OLMAYAN CİHAZ GÖNDERİLDİ,negatif
326,super performans çok beğendim ama yanında en azından ufak bir hediye gönderilebilir ,pozitif
327," çok güzel ürün, sorunsuz kurulum yaptım. klavye ışıklandırmasını çoksevdim istediğin gibi ayarlayabiliyorsun. ",poziti
328, ürün geliyo yani temiz kargo hızlı =D ,pozitif
329," Öncelikle ilk kurulumda adabtörünü takmanız lazım aksi takdirdekesinlikle açılmıyor. Windowsu kurmadan önce biosdan yapmanız gerekenbirkaç ayar var. Yapmazsanız format sırasında ssdyi görmüyor. Ekrankartı 140 watt. Trendyoldaki danışmanlar bu konuda bilgisiz. 45 wattdiyorlar ama o işlemcinin tdp değeri. Her neyse. Ekran kartının 140wattolması her a
Devamını Oku ",nötr
330, tavsiye ederim ,pozitif
331, Gayet güzeldi. Erkek arkadaşımdan yardım aldım açmak için. Hiçbir sorunyaşamadık. Çok memnunum ,pozitif
332," Bilgisayar bir gün içinde teslim edildi. Performans olarak muazzam bircihaz. Oyun veya diğer programlar için tüm beklentinizi karşılayacaktır.Almayı düşünen arkadaşlar tereddüt etmeden alabilir. Fan sesindenşikayet edenler olmuş ancak cihaz boştayken herhangi bir fan sesi yokkullanımda ise rahatsız edecek bir ses olmuyor. Sadece fanları son güçteça
Devamını Oku ",pozitif
333, Gayet iyi. ,pozitif
334, Ürün sorunsuz elimize ulaştı şimdilik memnunuz bir problem yok satıcıya teşekkürler ,pozitif
335," Ürün 2 günde geldi, güzel paketlenmiş ",pozitif
336, süper teşekkürler ,pozitif
337, ürün bir sonraki gün sorunsuz teslim edildi. henüz kurulumu yapmadımumarım sorunsuz devam eder. ,pozitif
338, Çok İyi Cihaz Memnunum. ,pozitif
339, Gayet kaliteli bir ürün bu fiyat bandında ilklerde öneririm ,pozitif
340, Mühendislik için aldım mükemmel cihaz ,pozitif
341, çok güzel memnun kaldık görünüşüde iyiydi ,pozitif
342, ürün mükemmel gerçekten almak isteyenlere kesinlikle öneririm zatenfiyat performans bi cihaz rtx4050 ekran kartı 140w buda performansıartırıyo gerçekten çok güzel ürünü alalı yaklaşık 5 6 ay oldu hiç bisıkıntı görmedim teşekkürler ,pozitif
343," Gayet güzel pc çoğu oyunları kasmadan oynatıyor, Tavsiye ederim. ",pozitif
344," bilgisayar 27000 liraya aldım. aldıktan sonra bozuldu, teknik servisegönderdim. tamir etmek için 55000 ödemeliyim. şimdi hiç çalışmıyor. Enkötü bilgisayar Acerdır. ",negatif
345, Merhaba. Benim için harika. İyi ürün. ,pozitif
346, Ürün gerçektende çok güzel fiyatıda harika ben bayıldım alıcaklaratavsiye ederim kargolamasıda mükemmeldi. ,pozitif
347, güzel bilgisayar ,pozitif
348, Çok güzel işime yaradı. Fiyat performans ürünü. Herşeyi trendyoldabulmak çok işe yarıyor. Yorumu uzun tutuyorum ki puan versin. İyi günler. ,pozitif
349, hızlı ve güzel ,pozitif
350," 1 Yıldız Paketlemeden Kırdım En Azından Yanlarını Baloncok İle KaplansaGüzel Olurdu Çok Riskli Paketleme Düz Karton İçine Koymuş GönderimYapılmış . Bilgisayar Gelince Sesli çalışıyor Diyen Arkadaşlar Turbomoduna Alırsanız öyle çalışıyor Çok Güzel Bir Teknoloji 95 C GörmüştüBilgisayar Turbo modunu Açınca 85 C Kadar Geriliyor Ve Stabil çalışıyorWiche
Devamını Oku ",pozitif
351, Kullanmasını bilene muazzam cihaz 1 tb olsa tadından yenmez ,pozitif
352, Fiyat performans olarak çok iyi ikinci defa alıyorum ,pozitif
353," Daha açıp kurmak nasip olmadı ama mükemmel hızlı kargo, mükemmelpaketleme umarım kurduktan sonra da fikrim değişmez satıcıya çokteşekkür ediyorum. ",pozitif
354, Üründen şimdilik memnunum ,pozitif
355, Iyi ,pozitif
356, super performans çok beğendim ama yanında en azından ufak bir hediye gönderilebilir ,pozitif
357," çok güzel ürün, sorunsuz kurulum yaptım. klavye ışıklandırmasını çoksevdim istediğin gibi ayarlayabiliyorsun. ",pozitif
358, ürün geliyo yani temiz kargo hızlı =D ,pozitif
359," Öncelikle ilk kurulumda adabtörünü takmanız lazım aksi takdirdekesinlikle açılmıyor. Windowsu kurmadan önce biosdan yapmanız gerekenbirkaç ayar var. Yapmazsanız format sırasında ssdyi görmüyor. Ekrankartı 140 watt. Trendyoldaki danışmanlar bu konuda bilgisiz. 45 wattdiyorlar ama o işlemcinin tdp değeri. Her neyse. Ekran kartının 140wattolması her a
Devamını Oku ",nötr
360, tavsiye ederim ,pozitif
361, Gayet güzeldi. Erkek arkadaşımdan yardım aldım açmak için. Hiçbir sorunyaşamadık. Çok memnunum ,pozitif
362," Bilgisayar bir gün içinde teslim edildi. Performans olarak muazzam bircihaz. Oyun veya diğer programlar için tüm beklentinizi karşılayacaktır.Almayı düşünen arkadaşlar tereddüt etmeden alabilir. Fan sesindenşikayet edenler olmuş ancak cihaz boştayken herhangi bir fan sesi yokkullanımda ise rahatsız edecek bir ses olmuyor. Sadece fanları son güçteça
Devamını Oku ",pozitif
363, Gayet iyi. ,pozitif
364, Ürün sorunsuz elimize ulaştı şimdilik memnunuz bir problem yok satıcıya teşekkürler ,pozitif
365," Ürün 2 günde geldi, güzel paketlenmiş ",pozitif
366, süper teşekkürler ,pozitif
367, ürün bir sonraki gün sorunsuz teslim edildi. henüz kurulumu yapmadımumarım sorunsuz devam eder. ,pozitif
368, Çok İyi Cihaz Memnunum. ,pozitif
369, Gayet kaliteli bir ürün bu fiyat bandında ilklerde öneririm ,pozitif
370, Mühendislik için aldım mükemmel cihaz ,pozitif
371, çok güzel memnun kaldık görünüşüde iyiydi ,pozitif
372, ürün mükemmel gerçekten almak isteyenlere kesinlikle öneririm zatenfiyat performans bi cihaz rtx4050 ekran kartı 140w buda performansıartırıyo gerçekten çok güzel ürünü alalı yaklaşık 5 6 ay oldu hiç bisıkıntı görmedim teşekkürler ,pozitif
373," Gayet güzel pc çoğu oyunları kasmadan oynatıyor, Tavsiye ederim. ",pozitif
374," bilgisayar 27000 liraya aldım. aldıktan sonra bozuldu, teknik servisegönderdim. tamir etmek için 55000 ödemeliyim. şimdi hiç çalışmıyor. Enkötü bilgisayar Acerdır. ",negatif
375, Merhaba. Benim için harika. İyi ürün. ,pozitif
376, Ürün gerçektende çok güzel fiyatıda harika ben bayıldım alıcaklaratavsiye ederim kargolamasıda mükemmeldi. ,pozitif
377, güzel bilgisayar ,pozitif
378, Çok güzel işime yaradı. Fiyat performans ürünü. Herşeyi trendyoldabulmak çok işe yarıyor. Yorumu uzun tutuyorum ki puan versin. İyi günler. ,pozitif
379, hızlı ve güzel ,pozitif
380," 1 Yıldız Paketlemeden Kırdım En Azından Yanlarını Baloncok İle KaplansaGüzel Olurdu Çok Riskli Paketleme Düz Karton İçine Koymuş GönderimYapılmış . Bilgisayar Gelince Sesli çalışıyor Diyen Arkadaşlar Turbomoduna Alırsanız öyle çalışıyor Çok Güzel Bir Teknoloji 95 C GörmüştüBilgisayar Turbo modunu Açınca 85 C Kadar Geriliyor Ve Stabil çalışıyorWiche
Devamını Oku ",pozitif
381, Kullanmasını bilene muazzam cihaz 1 tb olsa tadından yenmez ,pozitif
382, Fiyat performans olarak çok iyi ikinci defa alıyorum ,pozitif
383," Daha açıp kurmak nasip olmadı ama mükemmel hızlı kargo, mükemmelpaketleme umarım kurduktan sonra da fikrim değişmez satıcıya çokteşekkür ediyorum. ",pozitif
384, Üründen şimdilik memnunum ,pozitif
385, Iyi ,pozitif
386, Bence gayet başarılı bir ürün ben kullanıyorum herhangi bi sıkıntıyaşamadım oyun iş okul her türlü işimi görüyorum kurulumunu kendimyaptım çok kolaydı ,pozitif
387," 1 aydır kullanıyorum mükemmel merak ettiğim cevap bulamadığım sorularıcevaplıcam. Fan sesi oyun oynamadığınız sürece duymuyorsunuz oyundaykenperformans moduna alıp ısınmayı önleyebilirsiniz ama ses rahatsızedebiliyor onun için iyi bir kulaklık şart jbl gürültü engelleyici birkulaklık ile hiç ses almıyorum , freedoss diye gözünüzde büyütmeyinkurulum
Devamını Oku ",pozitif
388, sağlam ve güzel ürün paketleme de iyidi ,pozitif
389, süper tavsiue ederim ,pozitif
390, hızlı gönderi süper ürün ,pozitif
391, Gönül rahatlığıyla alabilirsiniz. İlk başta kararsızdım çekimseryaklaşıyordum aldıktan sonra iyiki almışım dedim mükemmel cihaz tavsiye ederim ,pozitif
392, beğendim teşekkürler ,pozitif
393, Gayet başarılı tüm oyunları oynatıyor ,pozitif
394, Çok beğendim süper ürün indirimden aldım çok iyi ,pozitif
395, Ürünü beğendim fiyat performans olarak iyi. Cs2 de full ayarlarda150-200 fps alıyor. ,pozitif
396, Başarılı 🤌 ,pozitif
397, Ne yaptığınızı biliyorsanız sorunsuz kurulum yapabilirsiniz hiç sıkıntıyaşamadım performansı tadında asla üzmez tereddüt etmeden alabilirsiniz(not: çıkartmalar kutudan çıkıyor ) ,pozitif
398, Süper kaliteli ,pozitif
399," 25999 TL ye aldım iyi güzel hoş güzel oyun oynanıyor lakin ses çıkmıyorBluetooth hoparlörle kullanabiliyorum, hoparlör olmazsa izlediğinizfilmden bir şey anlamazsınız çünkü sesi telefonun sesinden bile az ",nötr
400," Urun dun elime ulasti kargolama iyiydi ama bilgisayar alip ustune bir dekargo ucreti odemek cok sacma. Goruntu olarak şık bir bilgisayar.Freedos cok ugrastirdi windows kurarken ssd gormedi sorunu cozduktensonra driver kurulumlari da biraz ugrastirdi ama sonucunda bu bilgisayaricin kesinlikle degecegini gordum almak isteyenler kacirmasin fiyatgidere
Devamını Oku ",pozitif
401, ürün 2 gün içinde elime ulaştı.Öncelikle işletim sistemini Bios tansağlam bir şekilde kurmanız lazım.Gayet güzel bir ürün canavar gibikullandıkça guncelleyecegim ,pozitif
402," Ürün gerçekten güzel, fiyatına göre alınabilecek güzel seçeneklerdenbirisi. Kargo özenleydi,teşekkürler. ",pozitif
403," Ekran kartı max. 140 w değerinde. Format atmadan önce biosa girin, mainmenüsünde ctrl+s basıp wmd'yi etkisizleştirin. Sonra secure bootdu dadissable yapın. Ytube da videosu var. Bu sayede flash diski görüyor.Temiz kurulum yapın. 13 yıllık bir laptop kullanıyordum. Hız konusundaanlarsınız ki bana hızlı geldi. Bir kaç saniyede windows açılıpkapanıyo
Devamını Oku ",nötr
